name,run,device,figma_file_name,url,page_data_load_wait
desktop_home,Y,Desktop,Home.png,https://bissellarabiaui.galaxyweblinks.com/,60
desktop_AboutUs,Y,Desktop,About_us.png,https://bissellarabiaui.galaxyweblinks.com/about-us,60
Desktop_Faq,Y,Desktop,FAQ.png,https://bissellarabiauiuae.galaxyweblinks.com/faq,60
Desktop_BlogsandNews,Y,Desktop,BlogsandNews.png,https://bissellarabiaui.galaxyweblinks.com/blog,60
ContactUs,Y,Desktop,ContactUs.png,https://bissellarabiaui.galaxyweblinks.com/contact-us,60
Desktop_ProductDetailPage,Y,Desktop,ProductDetailPage.png,https://bissellarabiaui.galaxyweblinks.com/product/bissell-powerclean-dualbrush-4263,60
Desktop_BSSLL_Stories_1440,Y,Desktop,BSSLL_Stories_1440.png,https://bissellarabiaui.galaxyweblinks.com/news,60
